demand_id,demand_name,demand_status,demand_desc,businessobjective,businessdesc,business_id,business_name,business_status,business_review_status,proj_approval_id,approval_status,approval_name,business_pm_name,responsible_dept_name,deadline,business_created_date,last_modified,importance,reason_type,department,begin_time,end_time,type,model
"1,875",租赁公司关于共享系统处理银行还本付息及银行中收费的需求,active,"<p class=""""MsoNormal""""><span>1</span>、通过共享系统平台的对外预付单模块，实现银行借款利息和中收费在共享系统审批，具体流程详见附件；<span></span></p><p class=""""MsoNormal""""><span>2</span>、通过共享系统平台的供应商费用报销单模块，实现银行借款本金在共享系统审批，具体流程详见附件；<span></span></p><p class=""""MsoNormal""""><span>3</span>、通过共享系统平台对外预付单模块，在业务员收到银行借款利息和中收费增值税发票时，通过供应商费用报销单进行核销，同时设立期限，提醒业务员及时和银行收取发票。<span></span></p>","<p class=""""MsoNormal""""><span>1</span>、租赁公司归还银行借款利息，银行需提供增值税发票，共享系统自动生成凭证推入。业务员在银行扣款当月在共享系统对外预付模块提交付款流程，业务员在银行提供增值税发票的月份在共享系统供应商费用报销单模块提交核销流程，同时设立期限，提醒业务员及时和银行收取发票。<span></span></p><p class=""""MsoNormal""""><span>2</span>、租赁公司支付银行中收费，银行需提供增值税发票，共享系统自动生成凭证推入。业务员在银行扣款当月在共享系统对外预付模块提交付款流程，业务员在银行提供增值税发票的月份在共享系统供应商费用报销单模块提交核销流程，同时设立期限，提醒业务员及时和银行收取发票。<span></span></p><p class=""""MsoNormal""""><span>3</span>、租赁公司归还银行借款本金，银行无需提供增值税发票，共享系统自动生成凭证推入。业务员在银行扣款当月在共享系统供应商费用报销单模块提交付款流程。<span></span></p>","<p class=""""MsoNormal""""><span>1</span>、租赁公司的银行借款本金及利息及中收费目前均是在银行端实际扣款后根据扣款金额手工入账，业务端在<span>EBS</span>上后补审批流程，少部分利息为月末最后两天扣款，流程存在跨月后补情况；<span></span></p><p class=""""MsoNormal""""><span>2</span>、审批流程仅附银行贷款还款表，利息及中收费发票不能及时获取；<span></span></p><p class=""""MsoNormal""""><span>3</span>、财务会根据银行实际扣款情况按月或按季要求业务提供利息及中收费发票，并对已收取的利息发票在<span>EXCEL</span>表手工登记，但实际发票收取情况不一，根据<span>2025</span>年实际发票收取情况来看，快的银行次月能收取到发票，慢的银行需<span>262</span>天才能收取到发票，财务需一直跟踪发票收取情况及敦促业务部门提供发票；<span></span></p><p class=""""MsoNormal""""><span>4</span>、银行借款利息和中收费为租赁公司主营业务成本，利息及中收费的发票是否取得关系到企业所得税汇算清缴申报时主营业务成本数据的确认；<span></span></p>",,,,,,,,,,2026-06-30 00:00:00,,,,,1000312,,,,
"1,886",业务类型：地服部备用金借款收款人账户优化,active,"<p class=""""MsoNormal"""" style=""""text-indent:11pt;"""">  </p><p class=""""MsoNormal"""" style=""""text-indent:11pt;"""">1、<span style=""""font-weight:700;"""">优化提单流程：</span> 借款人发起地服备用金借款时，系统默认收款账户为本人中国建设银行工资卡；</p>  <p class=""""MsoNormal"""" style=""""text-indent:11pt;"""">   若借款人修改为非建行账户，系统弹出提示：<span style=""""color:#1C1F23;font-family:'ui-sans-serif', 'system-ui', sans-serif;"""">地服备用金借款收款人账户需默认使用建行工资卡</span>。</p>  <p class=""""MsoNormal"""" style=""""text-indent:11pt;""""><span style=""""font-weight:700;"""">2、</span><span style=""""font-weight:700;"""">复核功能优化</span>：若无法实现上述1前端默认与提醒逻辑，AOC 复核环节增加账户校验规则：系统识别收款账户非建行账户时，可以通过<span style=""""color:#1C1F23;font-family:'ui-sans-serif', 'system-ui', sans-serif;"""">自动驳回</span>该笔借款申请，</p>  <p class=""""MsoNormal"""" style=""""text-indent:11pt;"""">   驳回提示：<span style=""""color:#1C1F23;font-family:'ui-sans-serif', 'system-ui', sans-serif;"""">请修改为默认的建行工资卡后重新 提交</span>。</p>","<p class=""""MsoNormal"""" style=""""text-indent:11pt;"""">  </p><p class=""""MsoNormal"""" style=""""text-indent:11pt;"""">1、<span style=""""font-weight:700;"""">优化提单流程：</span> 借款人发起地服备用金借款时，系统默认收款账户为本人中国建设银行工资卡；</p>  <p class=""""MsoNormal"""" style=""""text-indent:11pt;"""">   若借款人修改为非建行账户，系统弹出提示：<span style=""""color:#1C1F23;font-family:'ui-sans-serif', 'system-ui', sans-serif;"""">地服备用金借款收款人账户需默认使用建行工资卡</span>。</p>  <p class=""""MsoNormal"""" style=""""text-indent:11pt;""""><span style=""""font-weight:700;"""">2、</span><span style=""""font-weight:700;"""">复核功能优化</span>：若无法实现上述1前端默认与提醒逻辑，AOC 复核环节增加账户校验规则：系统识别收款账户非建行账户时，可以通过<span style=""""color:#1C1F23;font-family:'ui-sans-serif', 'system-ui', sans-serif;"""">自动驳回</span>该笔借款申请，</p>  <p class=""""MsoNormal"""" style=""""text-indent:11pt;"""">   驳回提示：<span style=""""color:#1C1F23;font-family:'ui-sans-serif', 'system-ui', sans-serif;"""">请修改为默认的建行工资卡后重新 提交</span>。</p><span style=""""font-weight:700;""""></span>","<p class=""""MsoListParagraphCxSpFirst"""" style=""""margin-left:18pt;""""><span>1</span>、 共享业务类型为地服部备用金借款的款项，通过手工网银，使用航空建行<span> 1339 </span>账户完成人民币支付。 <span></span></p><p class=""""MsoListParagraphCxSpMiddle"""" style=""""margin-left:18pt;""""><span>2</span>、<span> </span>该类付款流程为：业务端发起借款申请<span>→</span>地服总经理（单笔金额<span> 5 </span>万元及以上）<span>→AOC </span>值班经理审核<span>→AOC</span>值班经理线下网银制单付款。 <span></span></p><p class=""""MsoListParagraphCxSpMiddle"""" style=""""margin-left:18pt;""""><span>3</span>、<span> </span>此类借款均为人民币结算，借款人均持有境内建行工资卡，且相关建行账户信息已同步导入系统。 <span></span></p><p class=""""MsoListParagraphCxSpMiddle"""" style=""""margin-left:18pt;""""><span>4</span>、借款人可能存在多个收款账户，部分人为添加的账户存在异常风险，以往需等到流程完成、<span>AOC </span>值班经理付款失败时才能发现。日常可建议值班经理在复核环节重点核对收款账户是否为本人建行账户，如遇非建行账户，直接驳回并退回借款人更正。<span></span></p><p class=""""MsoListParagraphCxSpLast"""" style=""""margin-left:18pt;""""><span></span></p>",,,,,,,,,,2026-04-30 00:00:00,,,,,1000312,,,,
"1,897",成本条线管理系统,active,"<p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">创建七大模块：公告栏、基础信息、任务清单、条线绩效考核、条线培训、成本大赛和项目激励、人才盘点。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">其中：</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">1.公告栏（1）显示各模块选项，红文、公告、公示、通知信息。（2）显示我的待办、我的发起、我的已办信息。（3）支持筛选查看部门事项。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">2.基础信息：（1）员工条线岗位基本信息和学历、专业、工作年限等个人隐私信息。（2）支持新增、变更、移除申请审批流。（3）支持维护业务部门配对的DAC和部门系数。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">3.任务清单：（1）支持新建各类任务，课程培训任务可从一点知识平台直接接入。（2）支持任务到期前逾期提醒。（3）支持任务创建、验收、关闭、延期审批流。自动计算延期次数。（4）支持任务数量、完成率、验收率统计并可筛选。（5）支持任务超期未完成自动扣分。（6）支持任务拆解。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">4.条线绩效考核：（1）支持问题清单收集。（2）支持新建打分申请、审核、申诉审批流。（3）支持指标打分计算。（4）支持指标、打分事项、积分统计并可筛选。（5）未达指标和扣分事项自动生成任务。（6）支持打分事项归集</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">5.课程培训：（1）支持显示个人和部门培训情况。（2） 培训得分统计。（3）课程培训作为一项任务在任务清单中展示。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">6.成本条线赛事和项目激励：（1）线上报名（2）各维度评价</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">7.人才盘点：（1）DAC打分。（2）条线人员权重调整设置。（3）盘点统计，支持筛选部门盘点信息。</p><p class=""""MsoNormal"""">8.模块通用功能：（1）支持权限管理（2）支持闪信提醒（3）支持导出明细表（4）支持管理员可维护（5）支持授权功能（6）支持手工表上传</p>","<p class=""""MsoNormal"""" style=""""text-indent:0pt;vertical-align:middle;"""">1.&nbsp;提升管理效能。</p><p class=""""MsoNormal""""><span style=""""font-family:'宋体';"""">确保数据的收集具备高度便利性、及时性、准确性和完整性，打通数据源头，统一数据口径与流程，加强成本条线信息联动，减少沟通成本，提升整体运营效率，各部门审批流程节点清晰、系统留痕、有完整的闭环管理，</span><span style=""""font-family:'宋体';"""">降低人天。</span></p><p class=""""MsoNormal"""" style=""""text-indent:0pt;""""><span style=""""font-family:'宋体';"""">成本条线涉及</span><span style=""""font-family:'宋体';"""">55各部门，业务约112人，财务13人。</span></p><p class=""""MsoNormal"""" style=""""text-indent:0pt;""""><span style=""""font-family:'宋体';"""">业务人天降低：</span><span style=""""font-family:'宋体';"""">112*0.2=22.4人天/月</span></p><p class=""""MsoNormal"""" style=""""text-indent:0pt;""""><span style=""""font-family:'宋体';"""">财务人天降低：</span><span style=""""font-family:'宋体';"""">13*0.5=6.5人天/月</span></p><p class=""""MsoNormal"""" style=""""text-indent:0pt;""""><span style=""""font-family:'宋体';"""">合计</span><span style=""""font-family:'宋体';"""">29人天/月，348人天/年。</span></p><p class=""""MsoNormal"""" style=""""text-indent:0pt;"""">2.减少人工操作风险</p><p class=""""MsoNormal"""" style=""""text-indent:0pt;"""">减少手工操作，降低人为差错。实现成本发生各环节的可视化跟踪，增强事中控制能力，便于及时异常干预与合规审查。</p><p class=""""MsoNormal"""" style=""""text-indent:0pt;"""">指标差错率预估：1‰/年</p><p class=""""MsoNormal"""" style=""""text-indent:0pt;"""">打分差错率预估：1‰/年</p><p class=""""MsoNormal"""" style=""""text-indent:0pt;""""><span style=""""font-family:'宋体';"""">系统上线后基本完全消除</span><span style=""""font-family:'宋体';""""></span></p>","<p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">当前成本条线管控流程高度依赖线下手工表格记录，涉及对接部门及人员众多，操作流程环节复杂，沟通效率低。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">1.人员变更：人员变更通过邮件发送审批，再做手工变更，可能存在及时性、准确性问题。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">2.任务清单：现均为业务线下手工填写，DAC手工审核，成本条线手工统计，可能存在准确性、及时性、完整性问题。发布、跟踪、验收闭环管理缺乏系统支持。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">3.绩效考核：打分和绩效计算均为手工管理。打分缺少系统支持留痕。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">4.条线培训：目前有培训系统可统计线上课程培训进度，但成本条线人员增减变动、培训考核分数计算需手工调整，可能存在完整性、及时性、准确性问题。</p><p class=""""p"""" style=""""margin-left:0pt;text-indent:0pt;"""">5.成本大赛、成本项目考核激励：发布、收集、管理、评分、公示、复盘均为线下操作，可能存在准确性、及时性问题。</p>6.人才盘点：需综合上述5项统计，均为手工操作，可能存在准确性、完整性问题。","2,917",成本条线管理系统,projecting,pass,1178.0,草稿,成本管理条线平台,方霄,/春秋集团/春秋航空/财务部,2026-08-31 00:00:00,2026-04-27 10:24:35,2026-04-28 12:08:51,部门重点项目,businessCoverage,1000312,2026-05-06 00:00:00,2026-09-30 00:00:00,project,agileplus
"1,898",成本核算全面自动化需求整理#1,active,见附件,见附件,见附件,,,,,,,,,,2027-04-30 00:00:00,,,,,1000312,,,,
"1,910",客商系统客商编码对接EBS以及共享系统,active,<p>1、EBS系统中供应商维护、客户维护界面展示客商系统编码字段</p><p>2、共享改造，对接<span>客商系统编码字段</span></p>,所有业务系统的客商数据都来源于客商系统，因此各业务系统客商编码保持一致，以客商系统编码，即<span>GYS+六位流水号和KH+六位流水号为准。（历史初始化数据除外）</span>,客商系统的编码规则是GYS+六位流水号和KH+六位流水号，但传至EBS系统时，EBS会给客商赋值新的供应商编码和客户注册标识，EBS和共享、MIS、&nbsp;餐食系统AMS、订座系统，货运系统，财务中台、结算平台、制服包装等下游系统对接的编码也是EBS自己生成的<span>供应商编码和客户注册标识</span>，而非客商系统的编码。多个系统编码不一致，不利于账务处理、数据治理、数据对接。,,,,,,,,,,2026-10-31 00:00:00,,,,,1000312,,,,
"1,911",共享系统-部分外币凭证原币金额不能出现非整数,active,"<p><span style=""""color:#000000;background-color:#FFFFFF;"""">1、日元、韩元以及其他要求整数支付金额的外币币种单据中，凭证信息的原币金额不允许出现非整数金额，原币金额取值的单据信息字段也由系统强控，不允许出现非整数金额。</span></p><p><span style=""""color:#000000;background-color:#FFFFFF;"""">例如，国际差旅单中，凭证信息的原币金额来源于包干费用明细的折扣后原币金额字段，业务在填写时，<span style=""""color:#000000;"""">折扣后原币金额字段只能允许填写整数</span></span></p><p><span style=""""color:#000000;background-color:#FFFFFF;"""">2、系统支持币种配置，后续如果出现日元、韩元以外的<span style=""""color:#000000;"""">其他要求整数支付金额的外币，支持系统管理员新增币种，实现控制。</span></span></p>","<span style=""""color:#000000;"""">要求整数支付金额的外币币种单据中，凭证信息的原币金额不允许出现非整数金额，原币金额取值的单据信息字段也由系统强控，不允许出现非整数金额。</span>",外币单据中，日元和韩元等币种支付金额是需要取整数的，但金额是业务手工填入，系统并未强控。如果业务误填，导致生成的凭证中原币金额存在小数点，推送EBS总账模块后自动四舍五入，凭证借贷不平。,,,,,,,,,,2026-12-31 00:00:00,,,,,1000312,,,,
"1,922",MIS财务盘点表需展示已结算的寄售化工品库存,active,"<p><span style=""""color:#000000;""""><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">将已结算的寄售化工品</span>加入MIS财务盘点表</span></p><p><span style=""""color:#000000;""""><br /></span></p><p><span style=""""color:#000000;"""">以上需求中，所有分子公司中涉及同类业务的，均应纳入本需求考虑范围，包括但不限于春飞扬。<br /></span></p>","<p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;""""><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">财务盘点表中体现已结算的寄售化工品库存，以便在后续ERP与MIS化工品数据核对过程中，能够清晰识别并区分寄售化工品。</span></span></p><p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;""""><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;""""><br /></span></span></p><p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;""""><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">以上期望达成的业务效果中，所有分子公司中涉及同类业务的，均应纳入考虑范围，包括但不限于春飞扬。<br /></span></span></p>","<span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">目前，MIS财务盘点表中不包含已结算的寄售化工品。待后续寄售改造上线后，在核对ERP与MIS的化工品库存时，会出现以下问题：寄售化工品在ERP中没有库存，但在MIS中仍有库存，导致MIS中的化工品库存较ERP多出较多，且无法区分多出的库存中哪些是由寄售业务引起的，哪些是由其他原因造成的。</span>",,,,,,,,,,2026-06-30 00:00:00,,,,,1000312,,,,
"1,925",关于出了小黑屋不能发起极速退款的需求,active,凡是退款订单进了小黑屋不能发起极速退款，必须正常退。预估20人/天。范围：只要进了航班起飞前24小时内的订单，就会进小黑屋，待离港确认已乘机。这部分申请退票的话只能走正常速度的原卡原退，不能走极速退款的极速非原退、极速原退、非极速非原退渠道。,目前OTA类极速退款已经筹备完成，但是限于目前条件限制，每天下午1点后才能启动极速退款，故本次改造后可扩大极速退款退款量的200%，提升旅客直接使用春航app增加旅客体验黏性。,超售订单BJAPFAZ，客服发现旅客申请极速退款后，短时间内原卡原退了，所幸款项追回，但是针对该漏洞要求做风险控制上的修复。,,,,,,,,,,2026-06-30 00:00:00,,,,,1000312,,,,
"1,926",国际起降AI识别账单对接起降结算平台,active,一方面结算要增加AI对接的功能（上传文件并返回解析结果），另外一方面AI中台要把预研的成果转成程序功能可被调用,业务存入PDF、图片或excel格式账单，AI识别后，自动导入结算平台，用户确认后（支持用户少量补充修正），执行后续账单匹配审核操作,国际起降账单已完成部分AI账单识别，目前无系统功能支持识别后账单按照结算平台要求导入,,,,,,,,,,2026-07-31 00:00:00,,,,,1000312,,,,
"1,927",系统审批链修改及权限申请线上化,active,"<span style=""""font-size:14px;background-color:#FFFFFF;"""">资金系统、共享系统、结算平台，EBS，审批链变更和权限申请转到线上审核留痕</span>","<span style=""""font-size:14px;background-color:#FFFFFF;"""">资金系统、共享系统、结算平台，EBS，审批链变更和权限申请转到线上审核留痕</span>","<p><span style=""""font-size:14px;background-color:#FFFFFF;"""">1866需求未实现未派单，但被蒋日峰老师关闭，固重新提交。</span></p><p><span style=""""font-size:14px;background-color:#FFFFFF;"""">目前资金系统、共享系统、结算平台，EBS（审批链变更）等系统权限新增变更都通过邮件申请和沟通，可能发生审批不足，审批人错误等，不利于流程管理和记录</span></p>",,,,,,,,,,2026-05-31 00:00:00,,,,,1000312,,,,
"1,931", 机场交换平台中油单匹配可进行特殊油单（含维修，抽油）,active,开放维修部门权限，进行特殊油单匹配和新增，填写 航班号（可虚拟9C0000）及特殊航班类型（维修，压仓，其他），供油服务（抽油，保障）并完成签字，在打开航班id必须的限制，从上游传递数据到结算平台(航班性质默认为国内或其他财务规则)，结算平台在匹配电子油单时，可以控制对于9C0000的电子油单自动生成加油匹配数据，最终完成特殊加油的结算,希望最终在结算平台电子油单匹配界面能匹配到这些特殊的加油,<p>手工油单由维修部签字，未进系统，没法正确匹配应付航油暂估，&nbsp;数据有所缺失，希望能进入系统后让数据完整。</p><p><br /></p><p><br /></p>,,,,,,,,,,2026-05-31 00:00:00,,,,,1000312,,,,
"1,934",SPV公司资金调拨单增加项目段,active,"集团内借款通过共享提单，在资金调拨单以上业务类型中增加可选项目段的选项，业务在提单时即可选择对应的项目段，并带入会计信息科目项目段中，实现正确入账。<p style=""""font-size:14px;background-color:rgba(0,0,0,0.024);"""">资金调拨单生成两方凭证，项目段各账套独立主数据</p><p style=""""font-size:14px;background-color:rgba(0,0,0,0.024);"""">1、资金调拨单---资金借出时是调入方加项目段</p><p style=""""font-size:14px;background-color:rgba(0,0,0,0.024);"""">2、资金调拨单---资金归还时是调出方加项目段</p>",<p>1、集团内借款可实现共享提单并入账，减少手工凭证入账时间，每月可节省4个小时手工凭证入账时间。</p><p>2、可实现业务在提单时即可选择对应的项目段，无需审核会计在会计信息处手工添加项目段，减少会计审核时间，提升工作效率。</p><p>3、提升自动化程度，减少手工凭证录入，提升流程的合规性与准确性，降低内控风险。</p>,目前SPV公司与春航集团内借款入账依赖手工凭证，SPV与春航每月大约有40笔凭证需要手工入账，每月大约需要花费4个小时录入手工凭证，<span>手工入账时间长，影响工作效率。</span>共享中资金调拨单已设置了四个业务类型：公司间长期借款支付(1年以上)、公司间短期借款支付(1年内)、公司间还款支付(1年以上)、公司间还款支付(1年内)，目标是集团内借款通过共享提单并入账，但由于SPV公司入账的集团内借款需要选择项目段，而资金调拨单单据无法在前端选择项目段，因此导致科目无法正确入账。,,,,,,,,,,2026-10-31 00:00:00,,,,,1000312,,,,
"1,935",起降结算平台新增财务大类,active,<span>财务大类需要新增一个DELAY 航延模块</span>,<span>财务大类需要新增一个DELAY 航延模块</span>,"<p>起降结算平台目前财务大类只有LAND，起降模块</p><p><img src=""""{54637.png}"""" alt="""""""" /></p>",,,,,,,,,,2026-05-31 00:00:00,,,,,1000312,,,,
"1,938",科目余额明细会计底稿存储,active,考虑通过低代码平台，创建统一格式的表单，定期以科目维度自动发任务给到对应会计，会计完成明细导入，系统校验总额与明细一致后提报审批，审批通过数据入库。数据同步到数据中心供帆软调取使用。,<p>系统按规则自动发布工作任务，监控任务完成情况</p><p>统一表单格式，支持导入</p><p>自动校验总账明细总额是否一致，不一致不能提交</p><p>支持审批后入库</p><p>数据同步到数据中心，按权限配置，可供分析使用</p><p><br /></p>,目前很多BS会计科目余额没有系统台账明细，依赖于财务手工整理本地存储，或者即使有系统台账，仍然需要手工调整和补充。工作完成情况和质量无法保证，容易隐藏坏账烂账，账账相符风险较大。且各类审计、检查等材料需找对应会计搜集，工作重复，低效。人员流动会造成历史资料丢失。,,,,,,,,,,2026-08-31 00:00:00,,,,,1000312,,,,
"1,956",春飞扬MIS分摊报表中PLY合同逻辑修正,active,"<p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter;"""">MIS财务分摊报表需修正PL合同逻辑，具体调整如下：</span></p><p class=""""ds-markdown-paragraph"""" style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">（1）<span>消耗件</span>：原PLY合同按合同收料时间推送暂估至ERP，现改为按确认价拨时间推送。</p><p class=""""ds-markdown-paragraph"""" style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">（2）<span>消耗件</span>：同步调整分摊数据的提取逻辑，统一按确认价拨时间进行数据提取。</p><p class=""""ds-markdown-paragraph"""" style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">（3）<span>化工品</span>：PLY合同，关闭确认归还提取单价，不再推送归还暂估。仅保留确认价拨提取单价，即：确认价拨时提取单价，确认归还时不提取单价。</p><p class=""""ds-markdown-paragraph"""" style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">以上三项逻辑修正，航空已完成调整；春飞扬修正后需与航空保持一致。</p><p><br /></p>","<p style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">每月核对ERP中的航材出入库数据及MIS分摊报表数据时</p><p class=""""ds-markdown-paragraph"""" style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">（1）针对PLY合同下的消耗件，按合同确认价拨时间推送暂估数据。届时，ERP中生成的PLY合同暂估数据将与MIS分摊报表中的对应数据保持一致。</p><p class=""""ds-markdown-paragraph"""" style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">（2）针对PLY合同下的化工品，在归还环节不再向ERP推送相应的暂估数据。</p><p style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;""""><br /></p>","<p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;""""></span></p><p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">财务每月月初导出上月的ERP航材出入库数据及MIS分摊报表数据进行核对。</span></p>  <p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">（1）针对PLY合同下的消耗件，目前系统按PLY合同的收料时间提取暂估数据并进行推送，导致ERP中已生成对应PLY合同的暂估数据，但MIS分摊报表中却无相应数据。</span></p>  <p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;"""">（2）针对PLY合同下的化工品，系统当前在归还环节仍会推送相应的暂估数据。然而，实际业务中归还行为无需触发暂估推送，现有逻辑与业务场景不符。</span></p><p><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;""""><span style=""""color:#0F1115;font-family:'quote-cjk-patch', Inter, 'system-ui', '-apple-system', BlinkMacSystemFont;""""></span></span></p>",,,,,,,,,,2026-05-31 00:00:00,,,,,1000312,,,,
"1,957",共享审批授权支持按单据类型差异化授权,active,"<p class=""""MsoNormal"""">共享系统审批授权界面新增“单据类型“选项，部门负责人可按单据类型选择出差申请单，并将出差申请单审批权限授权给专员。<span></span></p>","<p class=""""MsoListParagraphCxSpFirst"""" style=""""margin-left:18pt;text-indent:-18pt;"""">1、 部门总经理可根据部门需求，按单据类型差异化出差申请单授权审批权限；<span></span></p><p class=""""MsoListParagraphCxSpLast"""" style=""""margin-left:18pt;text-indent:-18pt;"""">2、 优化差旅审批流程，提高出差申请单审批效率，选择授权的部门过去一年关联了出差申请单的差旅共计2239人次，占全部出差人次32%，功能实现后，出差申请单审批时间可大幅缩短，出差人预定机酒更为便利，提高出差人出差体验与满意度；<span></span></p>","<p class=""""MsoNormal"""">标准流程中，出差申请应在出差前完成审批。现有流程中，出差申请单须经部门负责人审批，时效性难以保证，可能耽误订票及出差行程。<span></span></p><p class=""""MsoNormal"""">为优化差旅审批流程，提高出差申请单审批效率，我们进行了问卷征询，根据征询结果，<span>14</span>个部门选择将出差申请单审批权限授权给专员，占全部部门总数的<span>24%</span>，过去一年出差人次占总出差人次比例为<span>32%</span>。而共享审批授权目前不支持按单据类型差异化授权，若直接授权，将会把出差申请单与差旅报销单审批权限一同下放给专员，导致授权混乱。<span></span></p>","2,952",共享审批授权支持按单据类型差异化授权,业务需求评审中,doing,,,,陈洁霞,,2026-06-30 00:00:00,2026-05-12 11:35:50,2026-05-13 10:08:30,,businessChange,1000312,,,,
